Source,Target,Type,Id,Label,timeset,Weight
4584,7092,Undirected,23533,,,1
4154,7092,Undirected,22374,,,1
4015,7092,Undirected,21931,,,1
3838,7092,Undirected,21481,,,1
3658,7092,Undirected,21050,,,1
3388,7092,Undirected,20271,,,1
3231,7092,Undirected,19933,,,1
3200,7092,Undirected,19871,,,1
3104,7092,Undirected,19598,,,1
3078,7092,Undirected,19524,,,1
2634,7092,Undirected,18395,,,1
2114,7092,Undirected,17079,,,1
1720,7092,Undirected,16253,,,1
1603,7092,Undirected,16023,,,1
971,7092,Undirected,14551,,,1
4826,7143,Undirected,24166,,,1
4594,7143,Undirected,23576,,,1
4584,7143,Undirected,23534,,,1
4498,7143,Undirected,23335,,,1
4349,7143,Undirected,22935,,,1
4272,7143,Undirected,22749,,,1
4185,7143,Undirected,22463,,,1
4017,7143,Undirected,21991,,,1
4015,7143,Undirected,21932,,,1
3765,7143,Undirected,21274,,,1
3406,7143,Undirected,20370,,,1
3388,7143,Undirected,20272,,,1
3231,7143,Undirected,19934,,,1
3200,7143,Undirected,19872,,,1
3170,7143,Undirected,19765,,,1
3029,7143,Undirected,19389,,,1
2634,7143,Undirected,18396,,,1
2590,7143,Undirected,18224,,,1
2144,7143,Undirected,17184,,,1
971,7143,Undirected,14552,,,1
441,7143,Undirected,13344,,,1
264,7143,Undirected,12902,,,1
4826,8754,Undirected,24170,,,1
4594,8754,Undirected,23580,,,1
4584,8754,Undirected,23536,,,1
4364,8754,Undirected,23031,,,1
4186,8754,Undirected,22477,,,1
4025,8754,Undirected,22030,,,1
3834,8754,Undirected,21464,,,1
3801,8754,Undirected,21370,,,1
3104,8754,Undirected,19599,,,1
1122,8754,Undirected,14976,,,1
1102,8754,Undirected,14915,,,1
4594,9434,Undirected,23585,,,1
4584,9434,Undirected,23539,,,1
4272,9434,Undirected,22752,,,1
4044,9434,Undirected,22097,,,1
3632,9434,Undirected,20992,,,1
3388,9434,Undirected,20275,,,1
3231,9434,Undirected,19937,,,1
3230,9434,Undirected,19919,,,1
3200,9434,Undirected,19874,,,1
2792,9434,Undirected,18824,,,1
969,9434,Undirected,14527,,,1
441,9434,Undirected,13347,,,1
4699,9449,Undirected,23834,,,1
4594,9449,Undirected,23586,,,1
4584,9449,Undirected,23540,,,1
4498,9449,Undirected,23345,,,1
4349,9449,Undirected,22940,,,1
4283,9449,Undirected,22792,,,1
4272,9449,Undirected,22753,,,1
4262,9449,Undirected,22689,,,1
4190,9449,Undirected,22490,,,1
4185,9449,Undirected,22465,,,1
4017,9449,Undirected,21996,,,1
4015,9449,Undirected,21942,,,1
4013,9449,Undirected,21919,,,1
3805,9449,Undirected,21389,,,1
3765,9449,Undirected,21279,,,1
3628,9449,Undirected,20975,,,1
3624,9449,Undirected,20896,,,1
3406,9449,Undirected,20385,,,1
3389,9449,Undirected,20297,,,1
3200,9449,Undirected,19875,,,1
3170,9449,Undirected,19774,,,1
3104,9449,Undirected,19601,,,1
3078,9449,Undirected,19535,,,1
3029,9449,Undirected,19394,,,1
2887,9449,Undirected,19061,,,1
2634,9449,Undirected,18404,,,1
2633,9449,Undirected,18367,,,1
2590,9449,Undirected,18231,,,1
2144,9449,Undirected,17187,,,1
2114,9449,Undirected,17092,,,1
1360,9449,Undirected,15467,,,1
1019,9449,Undirected,14710,,,1
971,9449,Undirected,14564,,,1
969,9449,Undirected,14528,,,1
758,9449,Undirected,14044,,,1
441,9449,Undirected,13348,,,1
345,9449,Undirected,13134,,,1
264,9449,Undirected,12908,,,1
185,9449,Undirected,12721,,,1
4594,9461,Undirected,23587,,,1
4584,9461,Undirected,23541,,,1
4272,9461,Undirected,22754,,,1
4025,9461,Undirected,22032,,,1
3632,9461,Undirected,20993,,,1
3406,9461,Undirected,20386,,,1
3388,9461,Undirected,20276,,,1
3231,9461,Undirected,19938,,,1
3230,9461,Undirected,19920,,,1
3200,9461,Undirected,19876,,,1
3104,9461,Undirected,19602,,,1
969,9461,Undirected,14529,,,1
441,9461,Undirected,13349,,,1
4824,9857,Undirected,24156,,,1
4594,9857,Undirected,23592,,,1
4584,9857,Undirected,23543,,,1
4492,9857,Undirected,23311,,,1
4349,9857,Undirected,22943,,,1
4272,9857,Undirected,22755,,,1
4044,9857,Undirected,22099,,,1
4015,9857,Undirected,21950,,,1
3632,9857,Undirected,20994,,,1
3231,9857,Undirected,19940,,,1
3230,9857,Undirected,19923,,,1
3200,9857,Undirected,19877,,,1
3170,9857,Undirected,19781,,,1
3029,9857,Undirected,19398,,,1
2634,9857,Undirected,18411,,,1
2069,9857,Undirected,16987,,,1
969,9857,Undirected,14532,,,1
441,9857,Undirected,13350,,,1
264,9857,Undirected,12911,,,1
4826,10444,Undirected,24176,,,1
4723,10444,Undirected,23893,,,1
4700,10444,Undirected,23844,,,1
4594,10444,Undirected,23594,,,1
4364,10444,Undirected,23035,,,1
4025,10444,Undirected,22036,,,1
3834,10444,Undirected,21468,,,1
3801,10444,Undirected,21374,,,1
3758,10444,Undirected,21245,,,1
3653,10444,Undirected,21044,,,1
3104,10444,Undirected,19604,,,1
1122,10444,Undirected,14979,,,1
969,10444,Undirected,14534,,,1
862,10444,Undirected,14260,,,1
441,10444,Undirected,13352,,,1
4886,10451,Undirected,24299,,,1
4824,10451,Undirected,24157,,,1
4594,10451,Undirected,23595,,,1
4584,10451,Undirected,23545,,,1
4492,10451,Undirected,23312,,,1
4284,10451,Undirected,22804,,,1
4272,10451,Undirected,22756,,,1
4155,10451,Undirected,22396,,,1
4044,10451,Undirected,22100,,,1
3762,10451,Undirected,21256,,,1
3632,10451,Undirected,20995,,,1
3388,10451,Undirected,20278,,,1
3231,10451,Undirected,19941,,,1
3200,10451,Undirected,19878,,,1
441,10451,Undirected,13353,,,1
4594,11118,Undirected,23599,,,1
4584,11118,Undirected,23549,,,1
4272,11118,Undirected,22759,,,1
4044,11118,Undirected,22102,,,1
3632,11118,Undirected,20997,,,1
3231,11118,Undirected,19943,,,1
441,11118,Undirected,13357,,,1
4886,11498,Undirected,24300,,,1
4594,11498,Undirected,23604,,,1
4584,11498,Undirected,23550,,,1
4492,11498,Undirected,23316,,,1
4284,11498,Undirected,22805,,,1
4272,11498,Undirected,22762,,,1
4155,11498,Undirected,22397,,,1
4044,11498,Undirected,22104,,,1
3762,11498,Undirected,21259,,,1
3632,11498,Undirected,20998,,,1
3231,11498,Undirected,19944,,,1
3230,11498,Undirected,19926,,,1
2069,11498,Undirected,16988,,,1
441,11498,Undirected,13359,,,1
4824,11817,Undirected,24158,,,1
4594,11817,Undirected,23605,,,1
4584,11817,Undirected,23551,,,1
4272,11817,Undirected,22763,,,1
4044,11817,Undirected,22105,,,1
3762,11817,Undirected,21260,,,1
3632,11817,Undirected,20999,,,1
3388,11817,Undirected,20281,,,1
3231,11817,Undirected,19945,,,1
3230,11817,Undirected,19927,,,1
3200,11817,Undirected,19880,,,1
969,11817,Undirected,14536,,,1
561,11817,Undirected,13621,,,1
441,11817,Undirected,13360,,,1
4826,12019,Undirected,24182,,,1
969,12019,Undirected,14538,,,1
441,12019,Undirected,13362,,,1
4584,12263,Undirected,23553,,,1
4272,12263,Undirected,22766,,,1
3406,12263,Undirected,20412,,,1
3104,12263,Undirected,19608,,,1
441,12263,Undirected,13364,,,1
4886,12330,Undirected,24303,,,1
4826,12330,Undirected,24183,,,1
4594,12330,Undirected,23609,,,1
4492,12330,Undirected,23319,,,1
4284,12330,Undirected,22808,,,1
4272,12330,Undirected,22767,,,1
4155,12330,Undirected,22400,,,1
3762,12330,Undirected,21263,,,1
3632,12330,Undirected,21002,,,1
3388,12330,Undirected,20283,,,1
3231,12330,Undirected,19947,,,1
3230,12330,Undirected,19928,,,1
3200,12330,Undirected,19881,,,1
2069,12330,Undirected,16989,,,1
969,12330,Undirected,14539,,,1
441,12330,Undirected,13366,,,1
4832,12477,Undirected,24198,,,1
4826,12477,Undirected,24184,,,1
4594,12477,Undirected,23611,,,1
4186,12477,Undirected,22485,,,1
4025,12477,Undirected,22039,,,1
3834,12477,Undirected,21472,,,1
3801,12477,Undirected,21376,,,1
3104,12477,Undirected,19609,,,1
1122,12477,Undirected,14981,,,1
4963,8462,Undirected,24430,,,1
4703,8462,Undirected,23850,,,1
4699,8462,Undirected,23831,,,1
4498,8462,Undirected,23338,,,1
4349,8462,Undirected,22936,,,1
4283,8462,Undirected,22788,,,1
4265,8462,Undirected,22709,,,1
4262,8462,Undirected,22685,,,1
4154,8462,Undirected,22376,,,1
4017,8462,Undirected,21993,,,1
4015,8462,Undirected,21936,,,1
3838,8462,Undirected,21483,,,1
3805,8462,Undirected,21384,,,1
3765,8462,Undirected,21275,,,1
3624,8462,Undirected,20888,,,1
3406,8462,Undirected,20376,,,1
3170,8462,Undirected,19767,,,1
3078,8462,Undirected,19528,,,1
3029,8462,Undirected,19390,,,1
2634,8462,Undirected,18399,,,1
2633,8462,Undirected,18361,,,1
2590,8462,Undirected,18227,,,1
2144,8462,Undirected,17185,,,1
2114,8462,Undirected,17085,,,1
1121,8462,Undirected,14966,,,1
1019,8462,Undirected,14705,,,1
971,8462,Undirected,14557,,,1
965,8462,Undirected,14470,,,1
758,8462,Undirected,14036,,,1
264,8462,Undirected,12905,,,1
185,8462,Undirected,12719,,,1
185,12224,Undirected,12729,,,1
185,11435,Undirected,12728,,,1
185,10889,Undirected,12727,,,1
185,10253,Undirected,12726,,,1
185,10010,Undirected,12725,,,1
185,9881,Undirected,12724,,,1
185,9586,Undirected,12723,,,1
185,9487,Undirected,12722,,,1
185,8703,Undirected,12720,,,1
4498,8703,Undirected,23341,,,1
4283,8703,Undirected,22789,,,1
4017,8703,Undirected,21995,,,1
4015,8703,Undirected,21938,,,1
3624,8703,Undirected,20890,,,1
3170,8703,Undirected,19770,,,1
3078,8703,Undirected,19531,,,1
3029,8703,Undirected,19393,,,1
2887,8703,Undirected,19060,,,1
2634,8703,Undirected,18401,,,1
1360,8703,Undirected,15465,,,1
971,8703,Undirected,14559,,,1
758,8703,Undirected,14039,,,1
345,8703,Undirected,13133,,,1
4498,9487,Undirected,23346,,,1
4283,9487,Undirected,22793,,,1
4017,9487,Undirected,21997,,,1
4015,9487,Undirected,21943,,,1
