Source,Target,Type,Id,Label,timeset,Weight
441,32627,Undirected,66591,,,1
264,32627,Undirected,66165,,,1
162,32627,Undirected,65945,,,1
4594,33200,Undirected,76111,,,1
4584,33200,Undirected,76062,,,1
4272,33200,Undirected,75353,,,1
4044,33200,Undirected,74735,,,1
3632,33200,Undirected,73732,,,1
3231,33200,Undirected,72766,,,1
441,33200,Undirected,66593,,,1
4886,34605,Undirected,76746,,,1
4594,34605,Undirected,76116,,,1
4584,34605,Undirected,76063,,,1
4492,34605,Undirected,75850,,,1
4284,34605,Undirected,75398,,,1
4272,34605,Undirected,75356,,,1
4155,34605,Undirected,75012,,,1
4044,34605,Undirected,74737,,,1
3762,34605,Undirected,73971,,,1
3632,34605,Undirected,73733,,,1
3231,34605,Undirected,72767,,,1
3230,34605,Undirected,72749,,,1
2069,34605,Undirected,70007,,,1
441,34605,Undirected,66595,,,1
4707,35469,Undirected,76361,,,1
4824,35684,Undirected,76615,,,1
4594,35684,Undirected,76117,,,1
4584,35684,Undirected,76064,,,1
4272,35684,Undirected,75357,,,1
4044,35684,Undirected,74738,,,1
3762,35684,Undirected,73972,,,1
3632,35684,Undirected,73734,,,1
3388,35684,Undirected,73068,,,1
3231,35684,Undirected,72768,,,1
3230,35684,Undirected,72750,,,1
3200,35684,Undirected,72705,,,1
969,35684,Undirected,67689,,,1
561,35684,Undirected,66839,,,1
441,35684,Undirected,66596,,,1
4826,36286,Undirected,76639,,,1
969,36286,Undirected,67691,,,1
441,36286,Undirected,66598,,,1
4584,36999,Undirected,76066,,,1
4272,36999,Undirected,75360,,,1
3406,36999,Undirected,73194,,,1
3104,36999,Undirected,72456,,,1
441,36999,Undirected,66600,,,1
4886,37215,Undirected,76749,,,1
4826,37215,Undirected,76640,,,1
4594,37215,Undirected,76121,,,1
4492,37215,Undirected,75853,,,1
4284,37215,Undirected,75401,,,1
4272,37215,Undirected,75361,,,1
4155,37215,Undirected,75015,,,1
3762,37215,Undirected,73975,,,1
3632,37215,Undirected,73737,,,1
3388,37215,Undirected,73070,,,1
3231,37215,Undirected,72770,,,1
3230,37215,Undirected,72751,,,1
3200,37215,Undirected,72706,,,1
2069,37215,Undirected,70008,,,1
969,37215,Undirected,67692,,,1
441,37215,Undirected,66602,,,1
5102,37640,Undirected,77100,,,1
4832,37640,Undirected,76654,,,1
4826,37640,Undirected,76641,,,1
4594,37640,Undirected,76123,,,1
4186,37640,Undirected,75094,,,1
4025,37640,Undirected,74675,,,1
3834,37640,Undirected,74170,,,1
3801,37640,Undirected,74082,,,1
3104,37640,Undirected,72457,,,1
1122,37640,Undirected,68113,,,1
162,39132,Undirected,65947,,,1
162,37987,Undirected,65946,,,1
162,26985,Undirected,65944,,,1
162,25504,Undirected,65943,,,1
162,24593,Undirected,65942,,,1
162,23327,Undirected,65941,,,1
162,21812,Undirected,65940,,,1
3406,21812,Undirected,73148,,,1
1121,21812,Undirected,68094,,,1
971,21812,Undirected,67700,,,1
758,21812,Undirected,67221,,,1
264,21812,Undirected,66154,,,1
3406,23327,Undirected,73153,,,1
2114,23327,Undirected,70091,,,1
1486,23327,Undirected,68802,,,1
1360,23327,Undirected,68556,,,1
1121,23327,Undirected,68095,,,1
971,23327,Undirected,67704,,,1
758,23327,Undirected,67225,,,1
264,23327,Undirected,66156,,,1
5964,24593,Undirected,78165,,,1
4699,24593,Undirected,76318,,,1
4498,24593,Undirected,75870,,,1
4371,24593,Undirected,75617,,,1
4017,24593,Undirected,74628,,,1
4015,24593,Undirected,74573,,,1
4013,24593,Undirected,74559,,,1
3805,24593,Undirected,74089,,,1
3406,24593,Undirected,73155,,,1
3389,24593,Undirected,73077,,,1
3078,24593,Undirected,72376,,,1
2634,24593,Undirected,71317,,,1
2633,24593,Undirected,71281,,,1
2590,24593,Undirected,71155,,,1
2114,24593,Undirected,70092,,,1
1360,24593,Undirected,68557,,,1
1121,24593,Undirected,68096,,,1
1109,24593,Undirected,68062,,,1
971,24593,Undirected,67705,,,1
758,24593,Undirected,67227,,,1
639,24593,Undirected,66986,,,1
408,24593,Undirected,66514,,,1
264,24593,Undirected,66157,,,1
4963,25504,Undirected,76857,,,1
4703,25504,Undirected,76338,,,1
4699,25504,Undirected,76319,,,1
4498,25504,Undirected,75872,,,1
4349,25504,Undirected,75502,,,1
4283,25504,Undirected,75381,,,1
4265,25504,Undirected,75303,,,1
4262,25504,Undirected,75279,,,1
4154,25504,Undirected,74991,,,1
4017,25504,Undirected,74629,,,1
4015,25504,Undirected,74575,,,1
3838,25504,Undirected,74180,,,1
3805,25504,Undirected,74090,,,1
3765,25504,Undirected,73987,,,1
3624,25504,Undirected,73625,,,1
3406,25504,Undirected,73158,,,1
3170,25504,Undirected,72598,,,1
3078,25504,Undirected,72378,,,1
