OrgFrstDriver,DesFrstDriver
266914,269739
915306,1458171
581672,1262426
415636,415582
607461,616413
1401399,714367
638553,1398279
436453,1445675
99317,116164
356061,9798
736232,1242384
79891,65378
1330805,206722
850281,1352711
619171,594249
372793,1270190
319408,1429046
1440758,1486255
95145,1341786
47649,64317
161670,1405157
162852,1399207
841386,788779
466788,464888
1358399,1445882
21419,26574
418836,427824
526191,229106
645350,1332863
474301,481427
1369134,1275409
33106,875950
862142,1299545
1253956,1477292
602576,613563
345007,335235
337064,339506
95215,1453471
242059,869447
15349,191883
973881,74205
1448022,403135
522381,520501
1469819,1429123
747458,1234168
1287709,1383794
129468,1289387
314604,326377
1404015,1452741
88446,65576
222451,1452071
971854,681177
184200,184201
1335148,491625
795284,1312188
801652,764848
16566,889854
808700,1394956
314995,318255
59630,21106
657282,1328488
113568,1482625
1233761,511233
643841,269718
1357996,218604
721802,910397
112507,98985
296047,1071121
406554,417395
1338358,127307
612465,602241
98503,792988
804869,537768
1333791,1333632
613080,834282
544464,832982
883568,853214
874194,207699
820517,736232
880106,862650
1233080,57794
1394779,687106
512,828992
150539,1234868
710017,711050
78652,1493671
114792,738631
384975,1256578
767778,1244576
1458224,1473019
637636,265773
1428303,866869
770771,1442691
1319888,939856
722798,277518
504638,25625
768772,1382612
156172,156169
1299785,258018
750310,1421380
919068,66535
1328315,389464
816603,871687
1323557,1312570
882938,422117
405593,397252
328268,307866
245978,675942
935046,309667
256691,700511
1501873,854921
59442,1284186
395099,1087275
1353172,677135
662192,657423
614989,640116
257028,586867
655816,1449172
1358586,703312
70941,865056
1319332,1392656
930848,1337891
1370374,412852
327862,1237107
1425679,33413
572501,907354
1392196,620813
390076,379367
1419504,865748
469054,1462355
1393681,1319139
763722,539778
705135,705142
312458,330703
5086,794344
491122,491120
914278,785110
1302134,517349
1448881,279838
851101,775088
112175,1418745
89153,754168
1479935,1497893
1272047,22778
711948,912116
1443878,1439326
314266,768790
302785,344636
153537,229961
1378367,1380634
498819,63416
1416426,543332
340084,328677
59059,1313238
500214,496893
1349859,93626
1450331,50912
927899,1352858
1308064,140192
826726,847223
1488073,1405605
1304878,388844
106891,1389265
323287,1412608
646991,1365452
1418669,163961
779973,1265299
1469350,591272
1262792,1334571
326917,143260
1399271,1394235
795261,171649
279024,285158
99803,1311924
709929,128020
1316240,285153
676628,1390224
1344944,968759
534879,670845
1474602,625209
265348,288935
704033,1288853
1251495,1279709
1494467,349166
433861,1427888
1377996,711571
1368883,1369064
713650,1398894
26688,716720
664543,645318
651370,284047
916515,1266941
168492,916060
70564,1281971
1332564,36077
1349329,882237
1391103,764602
44891,1378241
1413294,1360501
1420016,1232557
818825,1496509
489407,1297091
131912,1497871
482118,482117
968796,26212
643111,1471938
1427992,1286477
20122,1261806
1454429,56291
251238,1272885
827193,1425726
43372,1461491
541824,533327
1287667,595327
792517,998312
1314895,1432726
1320541,97157
87478,1488666
1492231,1445998
1237813,229106
491023,59630
432530,432543
99845,101162
65195,1451904
878476,909146
369181,722438
731386,943
1405567,1433008
1449113,360443
239655,229396
1454700,256212
80353,973173
117962,564776
782512,1256638
1436846,1337601
782709,939760
651291,655462
1381984,337537
418836,791055
433584,1298078
1251143,147553
329304,340471
1457313,742733
866033,437570
1367158,1395452
1229344,27628
649492,841148
130535,129934
530228,536535
1234765,189839
559490,1232178
1283037,761916
1228693,1390634
1432943,1500426
1348893,118159
1437351,740025
111597,104368
837005,484924
213960,196342
503619,35776
123611,1416553
601535,783232
1392711,743822
521299,526598
752358,968589
128366,1500488
506325,1330405
1317104,645840
1346013,261226
1461304,1436704
52022,675446
297596,1371964
1378670,22091
1362446,428164
730485,59158
1501459,1443231
641775,864175
333094,799629
327336,335841
886185,51028
625551,530833
1263812,775864
278985,835383
1491365,1306176
1466420,1420689
453605,1264735
1443438,117779
875479,100110
439693,783133
1261316,555188
1391981,297960
138591,134814
35120,538786
862717,710102
1402854,868571
40988,1323706
1237351,1242903
1290263,871958
1480856,280044
526895,545790
1244135,705142
96428,898481
646246,157221
219978,868200
793388,420367
1350364,568357
610903,553584
903974,825792
1251248,724321
1259112,1452761
1439018,1159945
1242941,280658
40017,160748
655481,8610
867629,880073
1247530,1239254
400424,1407834
575540,678843
121506,1369352
1437664,714048
678143,754138
175818,1270193
475286,1416936
834628,1484550
867220,1383962
105691,1322022
701832,286216
865405,723560
580269,804560
854249,1373258
821317,776052
424692,424625
390704,149118
592601,845053
1413549,260340
296979,301210
342845,912062
1306442,1250665
1296361,1466450
849592,520970
683386,539040
837485,442145
880480,640238
877293,1395384
610566,623393
124992,916402
1490518,1490525
656448,656162
155721,1250685
481369,1242846
339161,1264120
1449556,767474
860726,361579
68697,355090
559343,1500424
1255133,880073
1322636,1339261
732865,1369813
211097,1283527
59540,1272495
1353385,343992
1238826,676814
50021,1306639
193923,735179
1344415,324804
15608,273988
43069,835233
675491,674552
1344934,1341927
602369,604680
673042,666980
143531,137569
1250687,1331369
626476,627558
458508,308282
598305,1430050
1328742,1299516
412423,836808
1261983,644428
534370,517511
896159,552716
837140,1311802
577398,1270653
460890,479911
303325,318526
428288,439824
757779,176631
1409035,1433900
1354943,1468006
479719,1335929
763722,539255
867106,200832
345831,188472
544955,549069
1388168,877951
325977,316686
913305,1485725
1237192,948764
333450,340114
1239935,64900
1277529,882478
361329,1368222
549336,1276174
626780,629492
1272034,751111
1454700,1463450
1381590,1474386
677096,678004
227905,488141
889621,734985
1318243,631517
587927,1394647
569573,844783
667981,667992
1465745,1452013
731425,872380
650189,291610
945726,850117
1417984,1421631
532793,532802
467491,870446
35408,849956
464750,656502
442026,1447805
270929,263138
81206,766264
1245805,874799
853858,807960
103647,82815
719814,719755
297076,294653
667784,755497
1416640,612439
875600,317879
89808,90866
215030,219064
237938,231407
1257112,1339819
46722,1242337
397680,212270
166171,838802
556041,700978
145142,320513
35756,151494
1070267,150858
1340246,1236456
1399902,742243
399274,769124
1391311,387096
307770,295031
1110313,1204014
1406784,585263
397103,395387
441783,799807
43362,54515
449767,422851
1327939,359775
770617,1298976
1249814,934378
915753,116249
744479,1359002
852033,1292464
1455203,370696
643223,667726
792620,1395412
1423608,834124
809130,868869
309055,1285496
459437,1330212
154782,1469556
1450310,940945
1344994,560636
469333,506671
876053,564188
1455236,182286
697944,881188
403939,1349487
707407,306208
784613,179291
278482,645836
173826,151926
109455,98058
1386462,1408720
62017,1302882
391958,1249403
324472,856852
512113,653342
770832,873246
498267,1354569
1489228,71831
866337,65050
884558,415076
796217,1392973
1263323,92189
360523,1352455
669446,911112
185916,190380
132430,1368875
31678,32907
411881,857097
653101,1295230
1070033,439086
134295,1431196
555531,567255
708038,972895
941411,811702
784546,902289
1474359,1365910
1336761,393283
1350162,657426
717548,1255012
818757,832743
95872,89808
684926,685129
855710,3407
764775,1470471
127990,1268543
1336703,620292
526714,1134449
1308364,614990
111198,105766
198623,1356376
125179,1514
862609,565273
1481116,552740
1377642,1344624
11418,239062
644745,1465195
1313711,86965
974074,198447
149746,153038
220090,222058
547851,1335859
1394430,1491215
1427623,1301486
748565,654759
657060,1388202
627699,509737
1461771,119705
517738,1470122
1481283,1287731
981295,939901
395460,1427727
232145,240256
216073,377795
761232,751590
562124,18224
566505,612664
268907,823417
1248971,659427
1285369,1268859
149520,136033
1451862,750749
375177,735348
1390341,314249
336139,1396639
1342535,417700
225862,1289327
591250,695576
1102814,763322
725231,201996
1371722,1293866
763322,42977
765130,196871
1452109,910810
851556,644745
349014,357620
1304156,1341294
490914,760817
1294913,17634
391728,1359121
1287970,381486
1289947,99288
782322,633811
407414,399340
50470,50469
562534,1253142
862111,552772
744067,941512
528441,1246964
754335,214892
884510,555269
303176,270018
213960,1501
580092,1298299
1422319,796383
1492650,1252561
835732,1345352
1396428,95576
1461136,751171
113605,1344576
1292843,1350988
1324869,33106
32910,1283718
1341703,258376
1334779,97760
402110,397227
427683,412481
373464,376028
828154,1304668
434748,439740
363435,863308
90444,851139
556881,913895
1380116,1448106
782028,70747
1429995,355355
189219,184167
16482,16247
31289,1420586
98035,112239
1397408,781877
788317,1285035
428020,410677
1119802,177085
566428,1424648
724048,1283667
825258,73944
855885,686215
458476,918870
1384948,172518
728472,374789
650020,880866
1272454,553237
1297227,1497523
786172,812560
1497769,1254766
1279672,1239866
1263452,1327474
816600,308731
125075,619633
1272715,913234
333789,1376249
886008,876427
573687,909960
971954,1500051
110393,107782
45744,31486
1365896,1280547
1367542,444253
1467554,1310788
771872,1349114
68314,65335
1487201,1456343
1432619,697518
1451389,108007
1373085,866257
797885,666203
869292,40735
525728,1415389
828144,1420158
612232,1327070
717203,113429
150746,691061
1350083,673978
1347871,788721
1342151,35438
675426,55231
20829,811608
637447,1358803
110862,105592
782002,1165590
1367560,710556
1450509,1449959
193381,781497
1267550,290064
1243419,26307
41692,33829
160332,1336902
968479,1378593
670739,765089
1243028,1307867
1452050,363127
1270535,1321814
556591,1347278
340334,330939
865469,1442220
1294370,1404288
1231301,1388182
766141,1416074
108711,65409
1338377,158465
1255290,859124
374224,576128
1442389,818985
1440520,1411148
308316,1264373
871390,1353012
1337195,1256102
1490994,118378
823599,1365393
538114,481175
1312188,590614
552046,1345615
912928,698318
1364665,95565
812610,616233
1446186,1230624
744601,1349320
583963,589443
251947,541896
310337,1317562
376474,970238
1402036,580355
1257871,682773
393333,401821
505279,491144
888110,737560
686871,690152
1279365,674885
561778,544159
365027,880653
1260151,1389065
1489584,827666
286253,911874
695973,1346517
620932,634807
1407045,1440949
1243690,846425
1292776,336031
398908,403356
601952,742105
336152,1416152
1242300,74971
1392057,153997
322487,322671
443806,1410511
1376392,47489
696802,460164
1470310,498133
17641,1495317
386187,382360
1423821,382650
215646,44103
288018,1275783
1306816,275597
887958,454350
389750,382709
1339732,685501
389624,384454
639874,1494631
402625,395308
1358896,1230425
664069,679128
1234961,170313
878745,1423036
560784,1374270
1309819,546052
34821,1376490
521831,1310565
342291,341018
1408715,191460
410649,1342298
32446,58724
945664,399035
684732,743072
1391103,288782
678327,398036
679040,677199
213315,1417983
1237953,793066
1435216,152237
971797,881969
613538,821440
211015,1267607
848692,184485
1427152,1162771
71105,80187
1401495,727333
1451778,574628
141434,120044
297454,1468476
1306511,355263
1287562,1456342
280182,285444
624188,1320752
51114,46642
905329,52452
331971,1336564
621967,1352214
743812,1231172
229860,787121
881995,650114
1419411,804772
237729,1306191
529744,1457310
1421872,605505
1309748,836852
690261,752322
1273125,742010
585263,582417
578872,435697
155447,147795
322515,312040
485690,787668
1416367,803608
726476,1260851
332187,816663
655255,1281425
1457069,1424423
338528,299424
105799,99571
684652,1477816
1414825,673970
598002,1428274
1081782,485312
856439,362955
551361,1400884
487332,484168
663549,1391147
1388935,888187
583058,588291
684868,688002
689126,731402
418456,395291
1134459,1378832
1342597,166855
190315,1304252
1492271,409900
91573,568027
32910,867099
567094,575904
447579,399641
734348,343739
873001,1377067
43069,840837
605338,605333
223377,190179
94618,646966
1344199,73945
1387558,140449
57698,769170
1254832,648035
613960,597957
1419764,1405420
1292843,877930
297392,1264669
974179,735348
854057,546370
434855,721191
1348130,326746
1245244,1342338
382989,1248663
1314305,1271442
1230700,413949
880770,551190
414933,775020
291609,282322
1250918,586196
707221,703131
188437,1278022
411003,1395197
1347919,1364796
736480,1426954
323692,941542
26688,3131
1472577,888874
1430546,701894
1360214,1356089
43991,907737
1492464,1250923
642260,52855
819450,1258748
748123,1068807
710887,842060
781877,1397408
1476243,1496989
94097,1358451
107293,845725
134732,1340371
919052,804842
855030,893693
282940,1368108
1247556,1280950
1403289,1345575
1399126,552802
99874,113406
706588,275898
141366,253171
657702,26286
9547,580149
580112,966714
224994,762168
1433143,882090
142736,120098
1245567,527116
357862,1234541
169610,1414825
803731,803879
41942,1442825
871481,770002
300931,1294831
352482,1429169
352325,1472988
1265945,209691
709252,653908
532697,558931
1275760,235180
832840,1416174
539179,764271
431635,802183
376531,397877
395387,397103
506205,834397
1282823,1282848
1407054,1420423
1357341,95865
81129,50833
530944,552891
790680,1231976
754014,1396652
1261354,369393
1315211,303221
1423635,458936
282580,290836
223610,633783
194424,1388654
759698,185789
872432,654010
1418899,1292940
1474609,1396085
463179,468592
72382,876725
911110,556591
1069195,1296952
527781,1455494
713696,712562
299387,638284
1277203,1475647
552562,568126
450294,789437
1485380,908354
1370353,759150
52126,55629
259134,2366
397415,403470
565128,1338869
1377626,865577
1296164,282487
131653,1413092
295503,672918
886203,35018
478905,1321287
789409,1084632
1302733,909073
481394,480440
869676,592902
1340056,428937
1467536,1386469
793978,1266058
626692,310691
1402469,650270
1300976,322013
1334107,1304647
252662,577052
636365,638477
204872,205542
275574,906768
504104,492526
1475239,568291
1463486,1446635
676360,626980
864944,288910
294778,720767
301072,1368333
600845,1371416
1317779,11139
401027,1413211
502581,506639
1458502,70884
73451,79311
642324,794656
274784,1219338
1438080,210855
91562,92540
273498,1354585
85747,14979
310506,156455
347835,845521
625326,596126
915525,274003
581291,22243
197160,37509
1421931,739032
1251666,813740
661018,1364507
667592,1440894
782313,968579
560584,727667
74375,827282
556461,818444
368813,773996
1422624,873559
766207,95297
1409253,496046
967870,179958
581712,172587
1270211,11000
657109,812026
1296087,791055
398492,1335367
243112,259381
741372,746913
797965,1458278
916082,1342500
1462682,1498405
603832,615953
453428,1231943
1442323,1469235
1328011,672012
150407,1432710
296491,887270
1368021,1398124
1247957,1242352
504638,21473
46794,1447334
1417173,613122
412788,441023
358483,324041
852236,470592
1255218,1286816
50302,51099
1295056,681126
1072145,1286141
269398,274504
1376711,523849
1260568,668136
1245059,968461
374763,372283
1245626,246968
57470,53193
815142,547363
714005,1303583
1357373,1310591
327343,324012
1369563,304980
633503,1375546
464855,756418
860434,600675
410765,411452
1292547,24060
669398,938930
644745,266607
811641,173807
1387588,1287397
1383641,216722
917637,885059
1439264,499936
1321735,511674
1488425,1405777
775816,1242782
940601,1398181
760817,490914
717826,852186
1453960,118478
473984,1435567
498104,1265454
1329829,137691
379273,378360
637447,1258494
1469074,907067
1283180,821509
647089,122220
818637,138788
805869,356315
820817,900857
1443825,113569
732173,1267118
1375433,516232
224036,214749
864680,1458818
12243,1429793
1446349,408784
1384981,624957
1364392,89784
303018,1423315
676072,660772
1326684,155874
1430045,1236050
512606,1319161
439700,713163
236430,1348240
493179,855425
889773,267807
1239488,898726
232095,240543
54779,1313238
909147,561254
303373,297042
479213,1318620
114344,876689
94313,86917
197586,1387106
293907,309255
143748,142722
641319,652215
295493,1247179
685968,1322490
1414339,664665
1462326,1277053
289811,1461917
145975,176784
1392102,1333013
596952,636928
1272102,15402
24392,1410345
857357,74725
1500484,1345359
1397042,1440321
1500387,686257
1391129,1261222
788084,246535
1385309,46614
38095,1331591
480856,481437
1329351,794898
79429,68308
237754,172017
814920,500445
1454496,265172
1442938,1456374
877203,349538
871958,1290263
1250127,418618
917232,95654
135164,679198
1488213,1413009
1406669,792454
476691,1386123
978623,851399
719091,1289411
790801,782409
859388,1302815
33413,1490438
709366,1261090
1284341,664240
1439185,454966
604517,1341463
743322,845017
1262426,577595
616828,381010
1283762,1349632
729482,572223
1317694,1332935
1286115,764449
598794,1246598
559870,545489
1395346,453297
1474430,416632
1282502,109658
722371,754889
336952,1436964
158554,1409019
516276,511970
206078,758423
473231,461563
466283,454434
274145,1316943
143192,319282
311488,798635
190963,427113
742412,733819
1346688,1486255
1327499,1440098
864581,119647
323869,1460941
177185,176427
1304204,457939
872382,223216
522612,813197
1484946,34769
1072381,1305613
289151,1468489
149124,710431
559350,562120
1369630,1290001
619813,630997
1375589,1461791
196250,696965
855924,154500
638760,1307209
1240176,768613
1368108,885474
56096,760151
359107,267958
917833,1287177
736231,730062
323730,845758
1366599,254273
240988,247612
703328,761988
783624,34576
339746,806653
475970,869330
655826,559296
481122,481040
1316969,1420016
1332779,115731
1235961,1439313
797567,380193
1237680,421314
1476415,1337254
73690,769772
1384635,811485
136593,860419
1318281,302724
239851,1367318
1455139,710426
426412,420828
240007,1345385
1299567,1405093
1492886,210457
99996,82159
1351234,535798
1464765,871187
1429744,1343987
912837,1341648
537005,556051
1337910,1337331
117417,534879
1402190,724895
21423,803065
1396652,754014
1405196,259348
628774,635699
803888,1439483
26955,371937
309736,624755
458078,327575
1435482,695057
1314678,1420016
462525,1278322
244230,104536
1233355,1476445
1298416,725940
958929,1342010
385801,824001
872918,1264385
634497,162274
1468087,1485384
531315,967796
1254728,1331409
508049,862211
112756,95342
122076,1446800
1459997,1268156
654611,1376800
722337,1375227
1246282,516265
66530,77084
907672,138244
5233,717002
829043,145209
422940,433458
608251,1446563
589792,577644
238125,639584
704370,583586
1432166,1292008
725202,302876
781887,749924
704383,691495
535798,679334
256629,655726
1391861,28449
915454,675963
730439,58399
42552,1345886
226147,2793
846672,42510
322518,324557
1380987,362053
878734,485627
807803,723479
294335,295415
665200,534879
547491,1315720
315787,312878
1399289,1262498
855985,99729
267690,1477800
708408,719723
489528,803874
197649,201855
1345414,587082
1377143,57122
933904,72781
2369,1397535
819944,32170
752073,886551
552586,1457763
888034,105053
54142,1252618
479955,1380665
1272450,913652
293875,713699
1323243,30582
601991,600098
767080,719107
623308,775895
1392519,1345284
445285,1453084
657702,288129
1391352,595388
734404,1400759
521832,521812
1382501,696
716203,860839
875054,210221
332506,735603
859757,108193
95872,883206
1434247,353152
1389489,1480902
1329829,145707
1394430,564637
1440140,148802
1237107,327862
562534,232624
860219,553802
355448,355412
71800,86345
620292,881021
484228,433417
367207,374274
867591,1262805
443185,1441571
713203,157303
336952,1281716
683892,885884
312822,313813
1287653,1437434
406971,398492
132609,131653
500902,507021
847648,142895
651271,617180
1487552,585273
110325,110225
523849,1376711
521456,1157157
1420487,152036
1491376,477414
1449566,74205
120309,1394997
1497360,434281
886839,883017
483923,243680
1232057,1438941
739181,288018
289777,265177
425230,780131
1381497,914976
543370,556459
1497883,1323640
497969,1271718
1424270,604080
884483,154016
1325612,1441585
89162,82056
316760,1337623
1291265,1290451
125570,1395722
1246800,130385
312438,831403
1309069,856852
642689,94779
1488817,835399
846016,118504
817615,704881
30486,547386
584575,569074
798417,536595
650127,1133931
1237813,882304
89677,87591
514782,1497758
1475989,1286806
125044,1356793
313928,313618
80644,76515
537963,538319
1322499,1410832
58718,49092
1391147,650029
665200,535798
573785,1492671
599152,287196
772681,487171
808129,1345385
716720,40044
1317199,1478443
1470750,447052
745372,535564
680428,1491215
258315,1257998
1312779,1413191
804530,601580
1467157,651086
1358658,1389795
867591,190963
650367,940570
1295475,1317937
597280,616532
180512,178438
1430359,1319360
1419703,654639
163601,142082
339347,333190
1355962,28968
2281,552473
483674,751679
330842,330614
1369010,1260660
23552,27465
1234449,831643
506911,1271518
356945,725153
159747,1446388
1368115,1446349
361579,930901
1230066,748321
741221,710501
714355,1338360
589880,510070
741581,728666
1401218,1394403
1457600,1457591
366466,357867
1411148,390515
1271981,1497016
348847,1457779
504638,548585
1409224,642568
872246,315945
642583,625423
31291,740630
310123,917546
354000,1433322
220083,781959
1417239,640792
423559,1489312
1400473,141297
1329829,596185
255443,1347371
1295998,215011
1262160,911711
55284,1257285
49999,20514
656362,656370
297920,298721
238003,238262
513661,914464
1388202,657060
869447,236412
1488336,689679
691168,1383556
87513,1379841
385692,363673
481365,1473572
1407240,182653
551992,1432980
809979,717002
974462,245518
199080,167191
659691,683082
970089,677852
707234,833856
88976,1366033
679035,679198
1292514,91809
367748,930901
650110,1363645
648851,104215
1283693,463884
1254792,869367
813948,408124
507547,494289
1336007,1493208
311789,318481
682336,1415272
224214,214007
358586,1420633
266035,758981
1313612,669905
1093667,1276697
1334041,546917
243160,226236
1484550,834628
702588,1408610
1467890,1498113
633715,881276
1324826,1368894
564637,792811
1361305,364589
361442,708331
1318012,151935
738020,734960
462679,463697
304051,295996
193653,940926
614314,894838
415541,435141
523448,1440638
101991,110137
1281,49416
370951,1238606
498429,1350849
1467036,769375
1450519,1462144
564637,1369123
837246,429585
46690,43334
528990,1464201
1486969,1496037
446533,432505
586196,810092
478067,481040
743915,1287392
1455764,1403186
742052,730300
1410745,715611
97543,556997
150085,175747
479248,483639
848425,96051
1267147,1367848
665074,1423030
710418,154385
1480414,745343
349633,366476
92781,1459079
404613,1414157
854801,238016
1273359,7334
1279282,712964
214738,221878
509737,627699
737566,721188
1182502,715515
455681,1481832
443470,1301336
595388,1336902
1393612,533415
131460,1364817
314066,332589
1495207,252926
1349632,228551
793162,138595
756512,408992
129671,128020
515845,517972
1015219,862000
134394,973806
867591,37801
1493757,398382
1344624,1377642
1411538,912157
60576,1407105
934821,380108
462905,1288076
38132,59163
629501,1469923
828311,1473466
80637,442929
1400078,1441037
1346704,974809
60704,1357141
685073,525652
129888,768675
722970,713527
790167,286473
603556,36988
275738,1444322
1417110,95926
1492138,711653
528334,1343680
497452,499338
757050,374919
69055,86820
1366832,431703
4380,4453
1393311,338857
480983,492192
206722,1330805
721394,824632
659583,23936
334132,600191
321491,809563
939542,541349
716720,1397535
831138,787400
106064,105052
860152,19779
833387,1450776
657946,1292713
919125,854231
763322,858426
404591,882090
872031,1469248
1314118,1324501
310705,873559
1381735,1460011
500551,494149
1378097,531947
677135,1353172
541710,148510
1411241,749052
440590,439045
1347362,346661
850639,847940
1432653,98976
1366642,68525
1457493,166573
1405471,1459369
579457,974364
529036,207852
1372711,889854
691089,1450677
1491572,675838
811266,588080
1243076,686978
1388711,198306
543772,550311
54801,895520
361750,364748
239801,259263
146822,1279577
1271745,412603
395179,406360
836133,650127
703964,871273
100642,776134
608859,1459196
478295,848866
355158,327118
811572,588433
284659,1241061
574930,1376425
851116,392120
1422783,459058
841661,553356
706574,287031
882735,693642
1285245,280219
1456149,1312188
310275,385715
870903,1494565
209517,675403
859168,484544
1465557,1418339
504265,436279
1417423,739802
875479,1365456
1456801,74659
439017,1344974
252509,1247341
342790,1283495
813862,967144
852071,877561
837346,612197
211607,211590
517355,1358133
882766,1403853
855106,562169
109191,1276897
847961,833995
1231782,41921
1239790,538252
154438,319279
1345414,913066
166951,634903
1342045,1413030
721908,716866
701059,1465814
428060,797962
21592,35805
76244,80165
1344944,859443
347081,352270
1427241,1233155
835933,203435
274205,273215
405849,415258
710576,718881
821818,673445
1263688,670507
8671,263943
1462980,1465788
215208,193316
1461788,885609
820990,9080
882099,945664
718767,718855
433102,427630
540136,757425
240992,235497
1429857,711785
361149,888059
1404197,656119
1483917,1349869
917746,571238
618265,269718
306263,306027
811053,174714
623664,1482720
1499624,851546
685952,126452
851426,173028
447475,452804
633945,615879
648035,876744
1239773,33466
327745,1471900
311966,458525
555011,914325
1426939,68308
251390,508522
1368474,859210
969746,567926
1369613,916470
752452,1236480
1325678,1403998
93957,86897
592692,1397140
156701,815155
374523,1332807
233513,738471
829170,135238
78629,71340
1283527,5577
1382358,841846
709176,1351637
143079,787516
1302917,1464779
543523,531141
37432,1455836
1473672,261226
742868,742031
662522,352179
1268624,1299285
85259,1228755
465595,1477043
710934,752108
287253,291488
427570,432668
1299931,589588
1328243,1473052
1263366,1228603
276030,276031
101625,85312
1345414,517479
1439493,541571
1425878,1387475
763824,36406
1463507,591237
426278,1493380
1380517,1395254
1305183,119144
1273378,1416094
809882,830179
1260977,1425463
1425318,108491
725267,1367298
873286,508495
798433,796432
662479,554216
1438001,395855
822578,1233136
787438,125136
1304444,849237
721908,868325
366060,711886
526096,1422554
840035,1383963
1350725,1412786
885470,1467160
812492,694504
63207,783609
851130,336688
612213,625470
381490,1474359
863796,533683
630114,12249
715788,1391252
887625,851874
248619,259254
312151,910964
1442112,482115
345672,1297715
840023,500765
57348,264830
1470473,850117
1499956,105783
1260426,299023
1234372,680801
628673,567738
763381,781591
11507,2369
1477097,773830
865405,1388096
824261,356648
599492,1384378
1241917,1435680
541896,251947
363519,1238866
285984,1356544
619853,790805
743502,724429
463765,1335396
38975,38974
374575,880658
679353,919368
38451,1473238
352595,917051
857103,1280757
819548,445653
657702,9080
1277374,229372
20130,1394856
54779,59792
908173,1451379
829856,92806
809491,1431930
38460,862753
555884,903506
742868,1400604
571069,567360
249969,1450327
173257,174099
227852,1453952
277563,1317897
454998,915783
1384676,259926
78043,75016
148527,775183
500024,515888
542736,1265281
1262340,363435
322062,1328781
627797,1230756
1465199,1404399
717108,69130
671860,359895
883736,615255
836779,632607
57786,398194
508798,620793
803988,1304794
307726,308972
676240,1265176
512768,518278
208788,1378122
888411,183069
1421663,1467350
341964,342325
214135,1365097
724580,360581
660645,1272722
675264,511023
129072,117040
494696,818901
625236,95283
497366,59593
941298,168683
383460,1320195
441721,329138
273542,1366528
1257308,794562
1309819,545994
242854,243463
200081,1490137
469469,456771
203188,1419987
511065,514979
1365247,411319
1334755,273251
145978,1399207
345280,884273
839071,837787
828707,825694
225117,1268263
318624,332565
725875,1244185
399892,335049
232620,637272
837237,468423
422940,427570
1455466,1500040
654663,1330044
175678,1462508
598538,1330758
459322,1428247
135779,253171
1443763,828000
86394,94070
486160,1466323
629814,828032
1313711,586000
1234991,613221
274784,743138
1447853,1495276
901558,756496
622703,469739
724777,119223
1346517,1312201
326736,1388609
815079,629320
817025,1426780
814920,526096
423164,1342556
1494432,729686
913059,302315
1479492,812130
616901,633980
1437733,353856
594128,1430443
538521,517479
643359,646881
972693,391351
1502618,1296837
751175,591680
853674,511402
156698,158675
460689,1349228
1326959,281587
680892,305996
173021,853594
913904,263943
1346816,700401
1307313,1414229
502926,508557
235696,237938
392673,391899
52719,1485062
1338670,498993
38493,31191
1270145,1307544
113934,119718
644745,261226
722128,1331866
542562,971795
1482625,113568
1251876,1071872
1466203,428719
1254921,870682
381263,1241311
1254216,1234919
1229809,1406587
255674,1296775
1427742,816603
163936,1387113
1245353,1239476
1304592,1346022
276776,1314324
1438800,1228427
411824,1377789
1342138,371266
704238,542349
690508,244544
4752,775621
1237680,1301070
1426397,1267921
121993,1415234
616233,622849
1323605,550981
99820,1333670
1311710,798545
61388,73023
1288094,1470496
1429793,1489428
729779,1267802
64196,1259262
742733,1457313
225481,1327340
735247,697545
330229,886683
411480,469332
885208,22312
1243417,716250
1381634,1457923
829612,116200
1434575,479468
582512,432902
823031,70474
527744,1257692
650029,535795
593800,128250
1243457,364424
1350438,403606
1459552,1261171
42937,1015219
762115,590773
683891,1237187
934691,1501450
1455881,325071
566792,412649
1502271,423164
563502,1278696
546884,698847
286620,267449
566408,574701
1287047,1286294
1457600,1491609
82309,81249
434012,1293904
1328263,1488028
745328,1333720
502195,1407668
862407,1475881
427340,419930
523521,1403684
372198,790015
553050,881792
1408945,1414529
638077,867757
586579,35470
1236404,1456085
721310,813730
1247702,1359596
309118,299852
418387,1462066
1244219,1466326
751662,898486
246818,837667
176432,1020853
147441,145157
863660,643546
1419981,844525
1236635,209117
708385,728353
438474,1372711
679597,499942
1110234,905579
641583,809893
1450012,840737
805141,740105
493580,1345894
221575,221553
1234324,647240
1358180,1396711
1229639,875187
870527,707271
630527,1438532
1484567,181452
32059,1471361
1351426,332187
453605,243265
87173,37995
304351,552726
771419,322076
500856,869615
313835,312638
1243255,879655
448133,1291741
556997,863979
42171,1268462
912216,1283471
162880,701206
366636,390350
1397232,1233353
249464,1252655
781171,1477292
355590,771747
333676,340867
154250,794683
385019,350981
1356656,1444831
107913,102488
12806,1487138
858880,20238
1314446,723382
40860,429005
912085,1316958
780910,667057
390500,1351974
1311283,782752
1291070,373558
772507,714160
709076,706321
106923,1273680
509315,939438
743309,485986
743978,1472383
351480,351082
190963,1331591
1453137,460371
307228,325759
432637,436663
1380472,275965
673618,934276
805307,1382208
1477761,1492371
296934,1301352
59630,54724
1239530,1380575
1434366,385644
870418,763243
968942,54233
1490310,872808
850136,805563
1402015,75879
544882,1267799
69242,73426
1503652,1282800
517151,1342917
1473672,646102
1275568,393574
